categories,text,stars
Restaurants,"The concierge in our hotel sent us here and it was so good we went a second time. It is accessable underground or from the street, and is an vast attractive space. The service was excellent, and friendly, and the food was delicious each time we visited. It is a bit pricy, but nice restaurants in Montreal are pricey. The food arrived piping hot, and the menu had so many choices it is hard to decide what to have. The portions are quite large. If you are looking for good Chinese food, this is the one to try.",4
Restaurants,Family took me to Mr. Ma's and it was exceptional. Really good chinese and very delicious. My family goes there a lot since they conduct business nearby so they frequent it all the time. Everything on the menu is delicious.,5
Restaurants,Quite disappointing. Went for a business lunch and got this watery fish that was bland tasting.  The service however was good and the appetizers weren't too bad.,2
Restaurants,So good we ate here twice. Best dumplings ever had outside of Hong Kong-- with huge chunks of chicken and delicate wrappers. Other fab starters-- the vegetables in lettuce wrappers and roast pork loin. Don't event bother with the main courses.,5
Restaurants,"What to say about Mr Ma, on the plus side it is one of the classiest Chinese restaurant in Montreal especially since Piment Rouge has closed and well located downtown in PVM. The menu is pretty much your typical Chinese american restaurant (aka not super authentic) and I could probably say it is the best general Tao chicken in town if that's what you're into. I do mean it, the pieces are quite large with real juicy chicken and lightly breaded so will not give you a stomach ache but it will cost you 30$ after tax and tip",3
Public Services & Government,"It sucks to have jury duty but the jury center at the Phoenix Municipal Court was really nice and helped turn around what I thought was going to be an even crappier day. The staff were really nice and helpful. The place is built almost like a movie theater. There are about 250 seats all facing a bunch of flat panel LCDs. The facility was clean and felt brand new.  On one of the flat panel TVs they display the status of the cases. So you know how many cases they have left that may need jurors. As soon as that number hits zero they say it is time to go home. It was VERY helpful to have some kind of a status indication because it lets me know something is happening. They played 3-4 movies on the other TVs. And the movies were all fairly recent. I thought the movies were going to be old ones or boring, but these were all good and a couple I hadn't seen before. 

I would recommend bringing a laptop or smart phone to help keep you connected to your world while you are waiting on someone else's. They have 4 computers there that you can use. 

It would be nice if they have more outlets in the general seating area. Along the wall they have seats that have plugs near them, but most of the time they are full. It would be nice if they had a hand out that provided a list of nearby restaurants. All they had was a binder and it is kinda hard to go through it when somebody else is.

On your jury summons they have a map of where to park. Be sure to bring in your parking stub to have it validated.",4
Public Services & Government,"Well, I was called for jury duty and expected an experience like in the movies Runaway Jury or 12 Angry Men.  On the other hand, I didn't make it to a jury since all of the cases that day ended up being settled before going to trial (which could be seen as a good thing!).  Rather, that meant that a good chunk of my day was spent in the jury center.  

With that in mind, I was anticipating that the potential jurors would be sitting around bored in a big room all day.  That was definitely not the case!  Despite what another Yelp review stated, there was parking just across the street that was fully validated.  The staff were very personable and friendly.  There was a large room with movies on a big screen and computers to use (plus, free wifi), a quiet reading room with magazines and puzzles, and a kitchen with vending machines and complimentary coffee, tea, and hot chocolate.  Another nice convenience was that we could tell how many cases were left before we would be released.  I don't remember this from the last time I was on jury duty.  

So the next time you're called for jury duty, pack some snacks, bring a laptop, and look forward to a small vacation from work (unless you're like me and sent work e-mails from the court house).",4
Public Services & Government,"It's an okay place for a morning nap.  I wish the ""quiet"" room was a bit quieter though.  The day I was there, wireless access was down, so I could not get any real work done.  The movie was some tear-jerker with Ben Affleck.  The place is clean and comfortable. 

The staff from the security cops at the front-door to the Jury people were all top-notch.  Efficient, polite, informative, they let you know what is expected without being ugly about it.

I'd go back.  But not until I'm called again.",4
Public Services & Government,"It's sad that in a small town like ours that we can't get good service. What happened to the whole small town feel where people are usually more friendly than other places?

We were going to the county clerk to turn in our forms for our business license. My friend was there and we went there close to closing. The three of us had to be there to sign this form in front of them. The people there were staring my friend down with a look like, are you serious? Why are you still here? The guy at the counter stared her down and told her, ""30 seconds~ (pointing at his watch), we don't get paid overtime here"" and then kicked her out as soon as we arrived at 4:58 (they close at 5pm! and we had to just sign the one form in front of them). 

Man, that was so rude! We went to a notary afterwards instead. We were toting 3 little babies with us too trying to run around because they kicked us out 2 minutes early. I think they have no compassion to kick out someone when she's holding a baby in one arm and the papers in another with a diaper bag just because you can't wait more minute to stay at your job! And then my other friend went back the next day to drop off the form and she said she had really bad service also! My goodness! 

Okay, just wanted to let fellow yelpers know about our experience~",1
Public Services & Government,"Mark Sheldon has some good people working for him.

Yesterday, I got a call at 4:08 telling me that we needed to get a certain document TODAY. A cursory check of the website indicates the typical government office closing time of 4:30pm (probably the source of Hannah M.'s issues...). I grabbed the info I needed and hopped on my bike and bolted straight there. 

From downtown Champaign to the Brookens Center via Raleigh takes all of 18 minutes or so and I was sweating balls. I even cut thru the soccer fields. I ran around the center like Benjamin Braddock until I found the right place. They were (predictably) wrapping up. But I was humble and polite and guess what? They took care of me. 

Of course what I needed wasn't nearly as easy as it sounded on paper because of unforeseen issues, and the folks behind the counter had to jump through more than one hoop to make it happen, but they went that distance for me and they stuck around past close. IMMD.",5
Public Services & Government,"Gordy Hulten is doing a great job of reaching out to different community groups, including students.  The clerk's office recently hosted a voter registration training for students to make sure the process was efficient and fair.  I'm very impressed with this office.",5
Public Services & Government,"This is a review about my experience at The Clark County Recorder's/Assessor's Office having done of my 'Declared Homestead' on a property. 
**Declared Homestead- A Homestead gives protection against involuntary claims against an owner's home** 

Recently, I moved to a different property and I was receiving several letters in the mail from all different companies explaining the benefits of homesteading. Usually, they will ask a check for $25 and after that they'll send another letter that I need to pay the extras to homestead.. I Asked all my coworkers at work and they were saying that they paid about $50 for a declaration of homestead. I thought it was a little too expensive to be recorded.. So, I researched and I found out that I can go to Clark County Recorder's/Assessor's Office and they can do it for me from there! 

1) I went to the Recorder's Office (located on the 2nd Floor), filled out the form. 

2) After filling out the form , I had to go the Assessor's Office which is located right next to the Recorder's office & I signed it in front of a notary. They are offering a FREE of charge to do a notary on Fridays :) You can ask a person to make sure that the information of your property is correct and up-to-date. If you ask, they will tell you the real value of your property on both last year's and this year's (for your tax purposes). 

3) A person at the Recorder's, she/he recorded my declaration of homestead and everything was done in less than 20min. I paid ONLY $14 in cash( they accept the major credit cards but if you use it, they will charge a fee of $3.50. It's better to pay in cash and get a receipt). 
It's been signed, notarized , & recorded! 

I find that the people who work at this place are all efficiently helpful and are willing to take the time to answer my questions( I had tons of questions to ask as usual, LOL). In my experience, it is best go there as early in the morning as possible to avoid a long line. I was there around @9am and there were only a few people waiting. The parking is FREE, don't need to feed the meters, yay(lots of empty parking spaces). The building is very clean and nice as all the government facilities are sleek :) For a moment, I just thought about how much I hate waiting in line for several hours at the DMV.. :( 

**Just a Note** 
I'm not an expert but my understanding is that if you have a recorded homestead declaration and have a judgment against you, you can still sell your property protecting a certain amount of money as long as you purchase a replacement house prior to six months. And also it will protects the homeowner in the event the equity in the house is attacked by creditors. I think it's totally up to a person to Homestead or not. But if you decide & want to Declaration of Homestead, you can do it yourself, very easily @Clark County Recorder's/Assessor's Office, without using a professional service which charges too much and makes the benefits seem much greater than they are.",5
Public Services & Government,"I just read two of the longest reviews I've ever seen online. People, this is a government office, not a blockbuster movie! I've lived in Las Vegas for almost 34 years so trust me when I tell you that this office has never worked better or more efficiently than under the direction of Debbie Conway. She has instituted reforms that were long overdue.",5
Public Services & Government,I've been here multiple times and I have always been assisted in a professional manner and have gotten in and out quickly,4
Arts & Entertainment,"Cuchi-cuchi was her mantra when I used to see her on the Love Boat as a kid, and it still is.  And she looks exactly the same.

Charo is an amazing performer.  Very funny, poking fun at herself and the usual celebrity targets.  Then comes the second half of the show where she shows a side very few people know about.  She is a trained classical Spanish guitarist, a protege of none other than Andres Segovia himself.

Like so many other 'obscure' shows on the strip, this is a wonderful alternative to all the high budget shows that everyone outside of Vegas seems to hear about.  I would go again.",4
Arts & Entertainment,"Last night I had the pleasure of watching Maria Rosario Pilar Martinez Molina Baeza play guitar. Okay, she also goes by ""Charo"", you know, for short. She is every bit the talent as her name is long. She is currently doing a show at the Riviera Casino here in Las Vegas.

I have never been in the Riviera before. Odd, but true. This is the most peculiar casino I have been in in Las Vegas. Once you get through the maze of stores and what-not from the back entrance, it finally opens up into a big, old fashioned casino. While walking through the place, I was thinking about how spectacular this casino must have been in its day. I got an erie feeling that the ghost of Las Vegas past was lurking around in there. It is like walking through a time warp and you're plopped down in 1965 or something. I expected Sammy Davis to be playing craps or Dean Martin walking around with an iced drink and a dame on each arm.

The showroom to see Charo is upstairs and there is a short escalator ride up there. The showroom is small and has plenty of zebra striped booths to get comfy in to watch the show in style.

There are plenty of tables and chairs too. I think they would have a hard time seating 200 people in there; it is a fairly small showroom. All the more cozy!

See the rest of my review with photos and videos at http://www.psloveblog.com/2009/08/20/aka-charo/",5
Arts & Entertainment,"This review goes back awhile as Charo is no longer performing at the Riviera Hotel and casino. However the memories in my head of this awesome show still flicker and I owe it to Charo to submit my review!

I was fortunate to be able to sit in the front row up close and personal, I wore my hair EXACTLY like hers that night and she referenced me to the entire audience stating I am her daughter! lol 

She sang to me and danced with me, yes I have the pictures to prove it! I was not the only special person in the crowd as she came down off stage and gave everything some lovin, just me more than others of course :) lol. 

She has still got it after all of these years! I was exhausted just watching her in action on stage! 

She even performed the famous ""Bandera"" or is it ""Bandero"". Anyhow we were very very very fortunate to have caught this performance.

I will see Charo any chance I get.

She is an awesome performer even if you are not a fan, you will have fun and really like this show! TRUST THIS!

She has a two day run over at South Point hotel and casino coming up 8/20 & 8/21. I will hopefully see that performance. I need me a Charo fix.

Yes I am young and was not even born when she was in her prime however I have adored her since I was a kid from tv. She rocks and I love her!

I attached pictures I took from my show that I took! Enjoy!",4
Local Flavor,"Are you just as tired as me?  Tired of walking through the Capitol Square Farmer's Market traffic jam of baby strollers, wagons, kids on leashes, and the ""samplers"" (def. one who stops at every booth offerring a sample and never buys anything)?  Or perhaps you're tired because you wake up at 6am to try and hit the Cap Square market before the hoards?

Then maybe the westside community market is for you.  We're talking basically the same selection of meats, produce and cheese.  Plus you're going to find Blue Marble dairy (!) and Sugar River Farms yogurt (!).  Also, you'll bask in the wide open promenade, and enjoy beaucoup de free parking (!).  Plus, if you park by the post office you find yourself right in between TWO markets.  That's right, the Hilldale farms market is just down the step in the Macy's parking lot.  

So, if you want to get your beauty sleep, your beautiful bounty, all without the headache of Cap Square, hit up the Westside Market and chiiiiilllll.",5
Local Flavor,"I am a big fan of the Dane county Farmers Market.  What I am not a fan of are dumbasses with their strollers who stop and stand like deer in headlights for 45 seconds, and then start walking again, so you don't even have enough time to get around them.  Then they repeat this about 30 times as you walk around the square.  I'm also not a fan of people who are standing in your way because they are trying to get a sample from a vendor, and then don't buy anything. 

Enter the Westside Community Market.  This smaller scale farmer's market has basically everything you'd want from the larger market without the hassle.  Sure you're not going to find hot spicy cheese bread, but who cares?  That stuff is over rated.  Come to the Westside market for Blue Marble Dairy where you can buy fresh milk (!!!) Honey Bee Bakery where you can buy little mini quiches to take home and for all the same staple vendors from the larger market.  With less crowds, and ample free parking. :D",5
Local Flavor,"This is my go-to market.  When guests are in town I bring them to the Downtown Market on Saturdays, but personally I can't stand the crowds and double-wide strollers and super slow pace.  I just want to buy local produce without alot of hassle and get on with my Saturday morning.

The Westside Market has a few dozen vendors selling all kinds of veggies, fruits, meats, plants, baked good, chocolates, dairy products, etc.  The vendors are friendly and knowledgable.

Be  sure to sign up for their weekly newsletter.  It's really great, with recipes and anecdotes and market updates.",5
Local Flavor,"This market is somewhat of a hidden gem. A lot of people drive right by it on University Ave without noticing it or knowing what an awesome market this is. Sure, the Dane County Market is fantastic for taking out-of-town visitors. But if you just have 15-20 minutes to spare, you cannot even get in and out of the parking ramp downtown. 

In that case, you need to check out this market. The quality of vendors is VERY good and the convenience factor is better than any supermarket. My wife sometimes comes here just for one item--in and out in 5 minutes. Let's face it, the downtown market is so big, it has a lot of redundancy, and dozens of veggie vendors.  How many tables of carrots do you need to walk by to find the perfect carrot? This market has enough of everything to find exactly what you are looking for, without the time commitment or hassle of the downtown market.",5
Local Flavor,"I went to this little farmer's market to avoid the hordes that have converged on the Capitol and State Street for Maxwell Street Days.  This is WAY more my speed.  I don't have to trip over fifty people and get assaulted by a stroller to get that lovely bunch of Thai basil I was looking for.  I also scored French green beans, red onions, and some gorgeous zucchini and summer squash.  Can't wait for dinner!",5
Local Flavor,"Just found out about this farmers' market this summer and it is awesome. Now if I have a hankering for local veggies/plants/fruits/baked goods on a weekend, this is my spot to go. Tons of parking and a good selection. This is so much easier than wandering around the crowded Dane County Farmers' Market.",4
Local Flavor,"The Westside Community Market is a great alternative to the Dane County Farmers Market.  It has a smaller number of vendors but the quality is excellent.  I was very pleased with the Door County cherries that I picked up today.  The less crowded atmosphere allowed you more time to browse and select the best quality produce without feeling rushed.  There are some vendors that have spots at Dane County, like Stella's and Madison Sourdough, but you get some smaller local vendors as well.  

Parking is easily available on the lot or on the street and you don't have pay for it, always a plus.  The atmosphere is a leisurely and laid back one where you don't feel the pressure to make hurried decisions because of the crowds pressing around you.",4
Local Flavor,"This is close to where I live, and with far fewer people. It's much smaller than the Capitol Square farmer's market, but it still has a fair selection of vegetables, pastries, and curds. Plus, lots of free, easy access parking, and WIDE aisles for traveling from stall to stall. It's a far less stressful experience. 

I came here this past Saturday for the first time and picked up some beautiful long beans and 2 for 1 scones. Also, Mad Maiden Shrub has a booth here on Saturdays so you get to sample some delicious locally made shrub and chat with the owner. Sign up for their mailing list and you're entered into a drawing for $5 to spend on your next visit.",4
Local Flavor,"This is more a review of Chris & Lori's Bakehouse (CLB). The Coconut chocolate scon  tastes just like a Mounds bar. Any scone coupkedwith the free coffee at the market and a quite spot at the DMV open patio area make for a lovely morning.  

CLB has a great selection of scones. My favorites are the espresso chocolate,  white chocolate rapsberry and  the afore mentioned coconut chocolate . They have a selection of healthy and healthier scones, but the not so healthy are awesome.",5
Public Services & Government,"This place provides the following services:  Fingerprinting, TB skin testing, Flu shots, CPR classes, etc.  It is a little hard to find since it is nestled at the back side of the building.  But once you find the door, you are set.  I had to get fingerprinting done and so I went in, signed in, paid $15, got fingerprinted, and I was DONE.  The whole process took....10min?

If you need fingerprinting, this is a good place to go.

*Service = very nice.  The lady who helped me was very communicative and made you feel comfortable.
*Price = I know that there are $10/card places but I would definitely go back to this place for the $5 extra if I need another service.
*Location = at first glance, you might think...really? neon signs?...but once you get in, you see that it is a legitimate business.",4
Public Services & Government,I had to get fingerprinting and tb test for work.  This place was awesome the staff were very informative and helpful.  Was in and out in minutes.  I will be back to get certified in CPR when mine is due.,5
Public Services & Government,"Prompt, courteous service but for the love of all that is holy please stop cracking your gum! I don't know how a person can make gum sound so gross. Couldn't get out of there fast enough. Nice people but EWWW. 

ETA: I changed my rating from 3 stars to 5, because the gum thing was quickly addressed in the nicest way possible. Thanks guys. You will be my company's go to folks for all future fingerprinting needs.",5
Public Services & Government,Needed some fingerprint cards and found this place. Everyone was really nice and my prints turned out perfect. The technician took special care to make sure there were no smudges. Will definitely be back next time I need prints!,5
Public Services & Government,Very friendly and prompt service. I needed to get my fingerprints done because I am in the process of opening a group home. Thank you for taking care of me and getting me in and out very quickly,4
Public Services & Government,"AZ DPS is awesome! Very proactive and will make contact with anybody, anywhere in the state of Arizona. They also now staff the Capital Police Dept. Essentially, Capital PD is a division of the AZ DPS. They have no issues on doing traffic stops, ped checks, backing up other PDs as well as doing house cleaning in the ghettos (raids). On the flip side, you have to be driving like a real bonehead to get stopped. To get cited or arrested, means that you where either wanted, a jerk to officer, or you were driving way too stupid. Examples of this include 20 over the speed limit in the city, no insurance or DUI. Thanks AZ DPS for the enforcement.",5
Public Services & Government,Let me start off by saying that I'm so thankful I was just the driver helping someone go pick up their car. Please please please don't ever get your car impounded by DPS. The officers behind the counter were nice and respectful but the entire process can be a hassle.,3
Local Flavor,"A small chain of Las Vegas casinos with nothing BUT gambling

NO thrills & frills just video poker/slot machines

CHEAP EATS,CHEAP Smokes and FREE drinks for gamblers.

Check out the bar menu-CHEAP food & its really good...Chicken Fingers and Fries $3!! :) Yummy!!",4
Local Flavor,"No frills place. I went to the one on St Rose Parkway. The employee was nice. Place is like grandmas house. Why did I go ? It was a checklist item because I have never been.So whats good and not?

Pro's-
Really out for someone who wants to simply play slots
If you like to gamble in a quiet area.
If you like to smoke
Oldies background music
easy parking

Con's 
No flat screen TV's
Smoke if non smoker
No real food
strange if your thinking your going to a bar.
No juke box, just golden oldies in background
definitely not a meet up spot",2
Local Flavor,"Oh Lord, No! Just no! Step through the door to a schizophrenic décor of kitchen kitsch and slot machines. That's IF you can soldier through that fog of second-hand smoke. They have jars of little candies and snacks you can enjoy with your beer and cigs (?) while you play away, but why would you?? I understand they have cheap cigarettes, but you don't need to buy any. Just sit there and breathe. Or try to. They also appear to sell food, but since their clientele appears to be 90% meth addicts, who are they selling it to? Good heavens, if you want to gamble, go to a casino where you can at least get some comps and they attempt to filter the air. Easy parking can't be the answer- I'm pretty sure none of the regulars own cars. Go where they have a valet. Do not go to Dotty's.",1
Local Flavor,"They say free drinks as long as you gamble.  Bull Crap! I was playing continuously and tipping with the old hag waitress. 
There is so sign anywhere that says you have to play a min, in order to have free drinks. And instead of politely talking to me (like a normal person would) she announces it to everybody else. Saying just because your 21 doesn't mean you need rules posted every where. 
I'm actually 30. I told her straight to her face, you don't need to be rude like this. Then just walked out. Worst time i've ever had at a Dotty's, and this place just opened.",1
Local Flavor,"Just went in to Jones & Blue Diamond and to my surprise they changed out all their machines, not to a familiar IGT, Game Maker or Bally machine, but to their own branded type machines.  I guess I can scratch them off my list forever. As for people who like to drink they are extremely stingey with their hard liquor.  3/4 of an ounce every half hour if you are lucky.",1
Local Flavor,"This Place was cool until they hired ""Leo"". Me and my roommate went there to find some thing to eat and the new guy ""Leo"" asked us for ID which is no big deal. So I show him mine ""Yes it has expired but my age has not changed LOL!"" and he had mentioned it was expired and told me I couldn't stay. Funny thing is my friends wasn't and people under the age are allowed into casinos with people of age.

My roommate had also mention to ""Leo"" how he was just in there 10 minutes ago to buy cigarettes and didn't get ID'd. ""Leo"" Said yes I know but this is different if you're going to be hanging out. 

Ok ""Leo"" How Is It Different If You Sell Cigarettes To A Minor ""for example"" but then ask for ID when they want to eat?

That's fine they lost a sell and we went to PDQ across the street were they have a better selection and fresher food. 

PDQ Has:
Chicken tenders ""Around $4.19 $7.29meal""
Salads ""Around $6.29""
Sandwiches ""Around $4.29""
Hamburgers
Zucchini fingers

I would also like to mention that I don't have problems elsewhere with my ID. Just Here!",1
Arts & Entertainment,"I know some of our wedding guests were talking about yelping our band, so I'm jumping on now to make sure I get the FTR (First to Review)...

I allowed Jared (my husband and yes I still love saying that), to choose this band for our wedding.  While we attempted to go hear them play once at the Blue Martini, it turned out to be an off night, so we missed them.  But I trusted him and I'm sure glad I did... They were incredible!

This band had the dance floor packed from the minute the ballroom doors opened until they packed up to leave... they played a wide range of music from Stevie Wonder to AC/DC to Black Eyed Peas and a ton in between.  They also chimed in when appropriate during my Dad's FOB (Father of the Bride) speech... they were on it!

We couldn't be more pleased with The Instant Classics' performance at our wedding... our only complaint was that the night had to end!

If you're looking for a band for a special occasion, give them a call... (and tell them Gabi and Jared sent you). Or if you want to go see them perform, I know they have a few regular gigs around the Valley - go check them out.  We are forever fans and look forward to seeing them again real soon!",5
Arts & Entertainment,"Darn! FTRs (first to reviews) on Yelp are hard to come by these days and it looks like Gabi M beat me to it on this one! Oh well, I""ll let it slide...since she was the bride and all. ;)

As a professional wedding guest (seriously, this weekend makes 3 weddings just this month) I've learned that the most important part of the wedding is the bride and groom- duh.  And the 2nd most important part- the band!  If the band sucks...the music sucks...the dancing sucks.. the party sucks...and so on. 

Fortunately, for Gabi M's wedding guests The Instant Classics certainly did NOT suck.  I've seen very few wedding bands pull off both old and new music well, but The Instant Classics was able to pull it off perfectly. Therefore the music was awesome...the dancing was awesome...and the party was awesome!

If you're getting married in Phoenix you can't go wrong with these guys. Just make sure you get a big dance floor-  you're going to need it!",5
Arts & Entertainment,"Wow.  Amazing.  Simply amazing.  When you see a live band, normally there might be one or two weak links... perhaps the drummer is just average, or maybe the guitar player is a bit mushy... not so this band.  The drummer, Nick can play the skins; the keyboardist, Johnathan, is masterful; the Bass player, Todd, is one of the best I've seen; and there are simply not enough superlatives to describe the lead guitar, Brian.  Which leaves the two front ""men"", Caleb and Christine.  

This group covers every genre, from Lady Gaga to Neil Diamond, AC/DC to Prince, and they do it flawlessly.  My wife and I sat there and were simply amazed at their quality.  Easily the best live band we've ever seen at a club.  I highly recommend them.",5
Arts & Entertainment,"This band truly rocks!  That Caleb is one damn sexy singer.....if you get a chance to see them, jump on it.  You will not regret your decision.  Unless your decision is not to see them.  Then, you might regret it.  Seriously.  Out.....",5
Arts & Entertainment,"this review is loooong overdue.  TIC played at our wedding back in October '11, and absolutely rocked the house.  From classic '80's to modern day hits like Lady Gaga, they will make your big day unforgettable.  my friends and family kept saying throughout the night that this was most fun they have ever had a wedding.  keep the booze flowing, the speakers turned up, and you'll go out in style!!  no one wanted to leave!  working w the band was great too.  they knew exactly how to MC the night and kept the energy high.  professional and courteous from our first meeting to the actual big day.  everyone will forget the food and flower arrangements, but a band like the instant classics will be memory soon not forgotten.",5
Arts & Entertainment,"When you're planning a wedding party, there are so many different elements you need to make it a success.  To us, one of the most important was the music.  We planned our ""kid's"" wedding sort of like a committee.  There were the bride and the groom, her parents, and us.  After that there were approximately 160 people in attendance who are mostly quite opinionated.  This Saturday evening party followed the wedding ceremony and a cocktail hour.
Our goal was simple.  We wanted everyone to eat, drink, dance and have a wonderful evening that they would remember.  Sometimes, I hate to say it, weddings can be rather stiff and boring.  This was not going to be the case with The Instant Classics.  In our planning phase, there was serous discussion as to whether we should have a live band or a DJ or both.  Our wedding planner made plans to expose us to both at various weddings and parties she was doing.  In terms of the live band, we had a number of very good choices.  We were able to watch videos of their performances, many had websites, and then go watch them play live.
When we first saw The Instant Classics, I was already leaning toward a live band with maybe a DJ to fill in at band breaks.  When we heard he Instant Classics, I knew immediately that they were my choice to help make our wedding party great.  My only concern was whether or not they would be available for our event.  Fate had it that they were.  They were also willing to meet privately with the bride and groom at some time before the wedding to talk about what they wanted from the band.  That meeting was a huge success.
The Instant Classics play a lot of different types of music under the category that I call Rock and Roll.  They have an extensive song list that is forever changing to keep current but still retain great music from the past.  Some of the genres we chose were Mellow, Oldies, Classic Rock, Big Rock, Funk-Disco, Dance-Hip Hop, and 90's-00's Rock.
Our collective families, although now happily living in the Phoenix area, came from Detroit.  So everything Motown is large to us.  As soon as all guests came into the ballroom, the band started playing.  No sitting on our hands.  They were beyond our expectations.  The dancing started immediately and went late into the night.  Nobody had to be asked to get up from their chairs.  Even people who I know never dance were on the dance floor all night long.  That is a huge credit to The Instant Classics.  They were very warm with our guests and immediately showed that on stage via their performance and you can feel it.  It was almost like a concert and dance at the same time because they were so amazing.  We ended up not using a DJ.  Our kids who were kind of reluctant to have a live band ended up having the best time.  The thing is if you're a live band, you have to be good.  The Instant Classics are way more than good.  They're great!
I would highly recommend them to everyone.  They certainly ""bring it"" and if your guests ""bring it"" as well, you will have the perfect evening.",5
Arts & Entertainment,"I saw these guys at a corporate event and they're FANTASTIC. They transition from 50's to 60's to 70's to 80's so seamlessly that you'd imagine that they can play anything.... Then they started with the live karaoke. What an awesome way to do karaoke, with a great band backing you up. A+.",5
Arts & Entertainment,"This is really meant for the superfan, or someone whos never used deductive reasoning before. Good for teens and adults really into the show. A a casual CSI watcher, it was interesting, but lacking in a challenge for someone remotely interested in the sciences. Slight spoiler alert!


Felt like most of the facts were given, and not a challenge to figure out. The accompanying videos were interesting, but wasn't taken away by them. You get a diploma that you can choose to have emailed to you, or you can pay for a physical. Other then that you come away with nothing but the sheet of paper you filled out.",2
Arts & Entertainment,"They first review describes it well.  However, it is not challenging I felt - there could have been a much more intensive and interesting experience.  It gives a good overview of a lot of techniques, and has a good entertainment + information kind of value.  

-  Not worth 30 bucks when compared to a lot of LV shows.
-  Takes only 1 hour - fairly unique.
-  I would recommend doing it in groups.",3
Arts & Entertainment,"$26 online!  Hubby and I love the CSI shows (not including Miami) and we were excited to see what this was all about.  

In short, there are three different crime scenes to chose from.  Totally self-paced, you check out your scene - gathering as much info as you can.  Then you go through a large ""lab"" area for analysis.  There's even an autopsy area.   It's all very nicely done - with helpful information readily available to move you along.  

They try to make this enjoyable for everyone, so you will be able to solve the case with or without too much help.  What made it fun is that all the cast members from the show are involved - via videos.

If you're a fan of the show, you'll like this.  To me, the $26 was worth it.",4
Arts & Entertainment,zzZZzzz thats all I have to say.,3
Arts & Entertainment,"Not a massive fan of the show so if you are then i am sure you will rate it higher. Disappointed you can only solve 1 case, it is really easy to solve and make sure you do the stations in order. we were waiting for one station when the girl who worked there pointed to another station further down, bad idea as it answered half of the answers including who owned the gun and pretty much solved it for us. The girl who let us in at the main desk was HOT HOT HOT!!!. Defo the hottest girl in vegas,worth it just for her :-))",2
Arts & Entertainment,"I followed the sign that said to buy tickets downstairs, but was then sent back up, since I was using a credit card. The crime scene was kinda neat, although the body was laughingly cheap. The rest of the investigation was a total confusing mess and kept getting worse. Each part of the investigation had its own area, but all 3 crimes were crammed into one space. There was only space for two or three people at each station, but there were always at least 6 people just standing around in the cramped area waiting for their turn. There were no directions and the investigation sheet they give you was very poorly laid out. I was really looking forward to the show, but it took less than 5 minutes to be frustrated enough to look for the exit. My wife wanted to continue, so we waited forever for a few stations. We were finally forced to ignore the last two stations and went to file our investigation report. Unfortunately, neither of our 'Agent Codes' worked on the computer, so we couldn't submit our report. I'm have an MS in computers, so it wasn't user error.
They could have ACCIDENTALLY done this better. If they had thrown a bunch of equipment in the corner and pointed to it, it would have been more informative and entertaining.
Luckily, we were able to convince a couple of ladies not to waste their time and money, so that's a small compensation.
Avoid this exhibit. I've seriously never been so disappointed.",1
Arts & Entertainment,"I'll admit I'm a fan of the show even though a lot of it isn't filmed here in Las Vegas, but eh.. 
So you get to the bottom of the stairs and pick a case file. I picked number two about the run down actress. Before I go any further my boyfriend who went with me, is rather analytical. 
You check out the scene and describe what you see. I was done in ten.. him 20...
Then you process everything in the lab.. me 15 mins
him 30 mins. 
Without giving anything away I will say it was cool to see how things are processed and they explain some science sounding advice.. :)
then in the end you report to MR. Grissom. and hell you can get a diploma saying you completed the case. 
Cheesy.. yes
Better when drunk... probably.",3
Arts & Entertainment,"Our whole family are die hard CSI fans, so we wanted to see this exhibit. Quick Summary: I would compare this to a small section of a science museum. Interesting that you get to learn a bit about forensic science, but insulting that they assume you have the intelligence of a gnat or a 1st grader and don't let you decide how much information you want to be spoon fed. It is also WAY too short. You can be done with the exhibit in 30 minutes. It would be a bit cooler if they would let you solve the other 2 cases as well, so then you could stretch it to an hour. Why they don't give you access to the other cases is a mystery...

When you get there you have to choose which crime scene you want to solve (3 options), then they give you a piece of paper to write notes on (we all chose number 3 because we read that it was more difficult than 1 and 2). You start off with reviewing the crime scene and jotting down what you see. We took this seriously, which was kind of embarrassing because when you get to the first station in the lab it lists everything in the crime scene so that you can check your work. After this station you go off to the different labs to ""analyze"" your evidence. Again this is a funny concept as they have already done all the work for you; you are there evidently as a stenographer to record the obvious details that they spell out for you. At the end of this section you proceed into the autopsy room to learn how your victim died, then you enter all of your ""findings"" (again funny as they have presented all of them to you on a platter) to solve the case. At the end you can pay 5$ to get a copy of the CSI agent certificate. Needless to say we all passed on this, although my kids tell me that they received emails with the certificate attached without asking. Note to self: check credit card bill for extra charges. 

A sort of light at the end of the tunnel was that we didn't pay full price. We read online about the pick from 3 of the attractions and pay
only $54: http://www.nynyhotelcasino.com/entertainment/entertainment_3for54.aspx . This averages out to $18 a ticket. Our other events were the Bodies Exhibit (AMAZING- would pay full price for this), and the Shark Reef, also VERY good. I would skip this particular event and see the Titanic or ride a roller coaster if we had to do it over again. I would have been really upset if we had paid full price for this.",2
